SchemaName	TableName	ColumnID	ColumnName	DataType	MaxLength	IsNullable	IsIdentity	IsPrimaryKey	DefaultValue
dbo	Branches	4	Address	nvarchar	-1	1	0	0	NULL
dbo	Branches	5	Longitude	decimal	5	0	0	0	NULL
dbo	Branches	6	Latitude	decimal	5	0	0	0	NULL
dbo	Branches	7	Phone	nvarchar	-1	1	0	0	NULL
dbo	Branches	8	Mobile	nvarchar	-1	1	0	0	NULL
dbo	Branches	9	BranchType	nvarchar	-1	0	0	0	NULL
dbo	Branches	10	ParentLocationId	int	4	1	0	0	NULL
dbo	Branches	11	ParentLocationName	nvarchar	-1	1	0	0	NULL
dbo	Branches	12	CityId	int	4	0	0	0	NULL
dbo	Branches	13	CityName	nvarchar	-1	0	0	0	NULL
dbo	Branches	14	CityIsActive	bit	1	0	0	0	NULL
dbo	Branches	15	CountryId	int	4	0	0	0	NULL
dbo	Branches	16	CountryName	nvarchar	-1	0	0	0	NULL
dbo	Branches	17	ISOCode_Alpha2	nvarchar	4	1	0	0	NULL
dbo	Branches	18	ISOCode_Alpha3	nvarchar	6	0	0	0	NULL
dbo	Branches	19	ISOCode_Numeric	nvarchar	6	1	0	0	NULL
dbo	Branches	20	Capital	nvarchar	-1	0	0	0	NULL
dbo	Branches	21	FlagId	uniqueidentifier	16	1	0	0	NULL
dbo	Branches	22	FlagUrl	nvarchar	-1	1	0	0	NULL
dbo	Branches	23	CountryIsActive	bit	1	0	0	0	NULL
dbo	Branches	24	Nationality	nvarchar	-1	0	0	0	NULL
dbo	Branches	25	PhoneCode	nvarchar	10	0	0	0	NULL
dbo	Branches	26	LanguageCode	nvarchar	10	1	0	0	NULL
dbo	Branches	27	RegionId	int	4	1	0	0	NULL
dbo	Branches	28	RegionName	nvarchar	-1	1	0	0	NULL
dbo	Branches	29	RegionIsActive	bit	1	1	0	0	NULL
dbo	Branches	30	CurrencyId	int	4	0	0	0	NULL
dbo	Branches	31	CurrencyFullName	nvarchar	-1	0	0	0	NULL
dbo	Branches	32	CurrencyShortName	nvarchar	-1	0	0	0	NULL
dbo	Branches	33	CurrencySymbol	nvarchar	16	0	0	0	NULL
dbo	Branches	34	FractionUnit	nvarchar	-1	0	0	0	NULL
dbo	Branches	35	CurrencyIsoCode	nvarchar	6	0	0	0	NULL
dbo	Branches	36	CurrencyIsoNumber	nvarchar	6	1	0	0	NULL
dbo	Branches	37	NumberToBasic	int	4	0	0	0	NULL
dbo	Branches	38	TenantId	int	4	1	0	0	NULL
dbo	CarCategories	1	Id	int	4	0	0	0	NULL
dbo	CarCategories	2	Name	nvarchar	-1	0	0	0	NULL
dbo	CarCategories	3	Doors	int	4	1	0	0	NULL
dbo	CarCategories	4	Luggage	int	4	1	0	0	NULL
dbo	CarCategories	5	Seats	int	4	1	0	0	NULL
dbo	CarCategories	6	ClassificationId	bigint	8	1	0	0	NULL
dbo	CarCategories	7	ClassificationName	nvarchar	-1	0	0	0	NULL
dbo	CarModels	1	Id	int	4	0	0	0	NULL
dbo	CarModels	2	Name	nvarchar	-1	0	0	0	NULL
dbo	CarModels	3	ManufactureId	bigint	8	0	0	0	NULL
dbo	CarModels	4	ManufactureName	nvarchar	-1	0	0	0	NULL
dbo	CarModels	5	CategoryId	int	4	1	0	0	NULL
dbo	CarModels	6	CategoryName	nvarchar	-1	1	0	0	NULL
dbo	CarModels	7	IsActive	bit	1	0	0	0	NULL
dbo	CarModels	8	TenantId	int	4	0	0	0	NULL
dbo	CarModels	9	IsAvailableForOnlineBooking	bit	1	0	0	0	NULL
dbo	CarModels	10	TransmissionTypeId	bigint	8	1	0	0	NULL
dbo	CarModels	11	TransmissionTypeName	nvarchar	-1	1	0	0	NULL
dbo	CarModels	12	AirCondition	bit	1	1	0	0	NULL
dbo	CarModels	13	Doors	int	4	1	0	0	NULL
dbo	CarModels	14	EngineSize	int	4	1	0	0	NULL
dbo	CarModels	15	Luggage	int	4	1	0	0	NULL
dbo	CarModels	16	Seats	int	4	1	0	0	NULL
dbo	CarModels	17	TankSize	int	4	1	0	0	NULL
dbo	CarModels	18	RowVersion	bigint	8	1	0	0	NULL
dbo	CollectionReport	1	ContractId	int	4	0	0	0	NULL
dbo	CollectionReport	2	BranchId	int	4	0	0	0	NULL
dbo	CollectionReport	3	BranchName	nvarchar	8000	1	0	0	NULL
dbo	CollectionReport	4	ClassificationPoints	int	4	1	0	0	NULL
dbo	CollectionReport	5	X	decimal	17	0	0	0	NULL
dbo	CollectionReport	6	Due	decimal	17	1	0	0	NULL
dbo	CollectionReport	7	Potential	decimal	17	1	0	0	NULL
dbo	CollectionReport	8	Old	decimal	17	1	0	0	NULL
dbo	CollectionReport	9	Y	decimal	17	0	0	0	NULL
dbo	CollectionReport	10	W	decimal	17	0	0	0	NULL
dbo	CollectionReport	11	Z	decimal	17	0	0	0	NULL
dbo	CollectionReport	12	Y1	decimal	17	1	0	0	NULL
dbo	CollectionReport	13	Y2	decimal	17	1	0	0	NULL
dbo	CollectionReportOnce	1	ContractId	int	4	0	0	0	NULL
dbo	CollectionReportOnce	2	BranchId	int	4	1	0	0	NULL
dbo	CollectionReportOnce	3	BranchName	nvarchar	-1	1	0	0	NULL
dbo	CollectionReportOnce	4	ClassificationPoints	int	4	1	0	0	NULL
dbo	CollectionReportOnce	5	X	decimal	17	0	0	0	NULL
dbo	CollectionReportOnce	6	Due	decimal	17	1	0	0	NULL
dbo	CollectionReportOnce	7	Potential	decimal	17	1	0	0	NULL
dbo	CollectionReportOnce	8	Old	decimal	17	1	0	0	NULL
dbo	CollectionReportOnce	9	Y	decimal	17	0	0	0	NULL
dbo	CollectionReportOnce	10	W	decimal	17	0	0	0	NULL
dbo	CollectionReportOnce	11	Z	decimal	17	0	0	0	NULL
dbo	CollectionReportOnce	12	Y1	decimal	17	1	0	0	NULL
dbo	CollectionReportOnce	13	Y2	decimal	17	1	0	0	NULL
dbo	CollectionRequests	1	Id	int	4	0	1	0	NULL
dbo	CollectionRequests	2	CreationTime	datetime2	8	0	0	0	NULL
dbo	CollectionRequests	3	CreatorUserId	bigint	8	1	0	0	NULL
dbo	CollectionRequests	4	LastModificationTime	datetime2	8	1	0	0	NULL
dbo	CollectionRequests	5	LastModifierUserId	bigint	8	1	0	0	NULL
dbo	CollectionRequests	6	ReferenceId	int	4	0	0	0	NULL
dbo	CollectionRequests	7	ReferenceTypeId	bigint	8	0	0	0	NULL
dbo	CollectionRequests	8	StatusId	bigint	8	0	0	0	NULL
dbo	CollectionRequests	9	CityId	int	4	1	0	0	NULL
dbo	CollectionRequests	10	IndebtAmount	decimal	9	0	0	0	NULL
dbo	CollectionRequests	11	TenantId	int	4	0	0	0	NULL
dbo	CollectionRequests	12	RowVersion	bigint	8	1	0	0	NULL
dbo	CollectionRequests	13	Comments	nvarchar	-1	1	0	0	NULL
dbo	CollectionRequests	14	CurrentStageId	int	4	0	0	0	NULL
dbo	CollectionRequests	15	LastStatmentAdditionTime	datetime2	8	1	0	0	NULL
dbo	CollectionRequests	16	LastStatmentTypeId	bigint	8	1	0	0	NULL
dbo	CollectionRequests	17	LastStatementStatusId	bigint	8	1	0	0	NULL
dbo	CollectionTypes	1	ID	int	4	0	0	1	NULL
dbo	CollectionTypes	2	Name	nvarchar	500	1	0	0	NULL
dbo	Collectors	1	Id	int	4	0	1	0	NULL
dbo	Collectors	2	CollectorId	int	4	1	0	0	NULL
dbo	Collectors	3	Comment	nvarchar	-1	1	0	0	NULL
dbo	Collectors	4	AssignedDate	datetime2	8	0	0	0	NULL
dbo	Collectors	5	AssignedBy	bigint	8	0	0	0	NULL
dbo	Collectors	6	LateContractStageId	int	4	0	0	0	NULL
dbo	ContractExtensions	1	Id	int	4	0	0	0	NULL
dbo	ContractExtensions	2	CreationTime	datetime2	8	0	0	0	NULL
dbo	ContractExtensions	3	Start	datetimeoffset	10	1	0	0	NULL
dbo	ContractExtensions	4	End	datetimeoffset	10	1	0	0	NULL
dbo	ContractExtensions	5	BranchId	int	4	0	0	0	NULL
dbo	ContractExtensions	6	ContractId	int	4	0	0	0	NULL
dbo	ContractExtensions	7	Odometer	int	4	1	0	0	NULL
dbo	ContractExtensions	8	VehicleId	int	4	0	0	0	NULL
dbo	Contracts	1	id	int	4	0	0	1	NULL
dbo	Contracts	2	branchid	int	4	0	0	0	NULL
dbo	Contracts	3	StatusId	bigint	8	0	0	0	NULL
dbo	Contracts	4	FinancialStatusId	bigint	8	1	0	0	NULL
dbo	Contracts	5	Discriminator	nvarchar	100	1	0	0	NULL
dbo	Contracts	5	Discriminator	nvarchar	100	1	0	0	NULL
dbo	Contracts	6	corporateid	uniqueidentifier	16	1	0	0	NULL
dbo	Contracts	7	customerid	int	4	0	0	0	NULL
dbo	Contracts	7	customerid	int	4	0	0	0	NULL
dbo	Contracts	8	tenantId	int	4	0	0	0	NULL
dbo	Contracts	9	start	datetimeoffset	10	1	0	0	NULL
dbo	Contracts	10	End	datetimeoffset	10	1	0	0	NULL
dbo	Contracts	11	ActualDropOffDate	datetimeoffset	10	1	0	0	NULL
dbo	Contracts	12	PickupBranchId	int	4	0	0	0	NULL
dbo	Contracts	13	dropoffBranchId	int	4	0	0	0	NULL
dbo	Contracts	14	RentalRateId	int	4	1	0	0	NULL
dbo	Contracts	15	RowVersion	bigint	8	1	0	0	NULL
dbo	Contracts	16	VehicleId	int	4	1	0	0	NULL
dbo	Contracts	17	BookingId	int	4	1	0	0	NULL
dbo	Contracts	18	CreatorUserId	bigint	8	1	0	0	NULL
dbo	Contracts	19	ContractNumber	nvarchar	200	1	0	0	NULL
dbo	Contracts	19	ContractNumber	nvarchar	200	1	0	0	NULL
dbo	Contracts	20	PickupOdometer	int	4	1	0	0	NULL
dbo	Contracts	21	DropoffOdometer	int	4	1	0	0	NULL
dbo	Contracts	22	FuelInId	int	4	1	0	0	NULL
dbo	Contracts	23	FuelOutId	int	4	1	0	0	NULL
dbo	Contracts	24	TotalDueAmount	decimal	9	1	0	0	NULL
dbo	Contracts	25	TotalPaidAmount	decimal	9	1	0	0	NULL
dbo	Contracts	26	ClosedByUserId	bigint	8	1	0	0	NULL
dbo	Contracts	27	CreatedByUserId	bigint	8	1	0	0	NULL
dbo	Contracts	28	LastModifierUserId	bigint	8	1	0	0	NULL
dbo	ContractsDetails	1	Quantity	decimal	9	0	0	0	NULL
dbo	ContractsDetails	2	DiscountPct	real	4	1	0	0	NULL
dbo	ContractsDetails	3	UnitPrice	decimal	9	0	0	0	NULL
dbo	ContractsDetails	4	TotalPrice	decimal	9	0	0	0	NULL
dbo	ContractsDetails	5	Id	int	4	0	1	0	NULL
dbo	ContractsDetails	6	ContractId	int	4	0	0	0	NULL
dbo	ContractsDetails	7	ItemName	nvarchar	-1	0	0	0	NULL
dbo	ContractsDetails	8	DiscountAmount	decimal	9	1	0	0	NULL
dbo	ContractsDetails	9	TaxConfigurations	nvarchar	-1	1	0	0	NULL
dbo	ContractsDetails	10	TaxPercentage	decimal	9	1	0	0	NULL
dbo	ContractsDetails	11	NetPrice	decimal	9	0	0	0	NULL
dbo	ContractsDetails	12	ItemTypeId	int	4	0	0	0	NULL
dbo	ContractsDetails	13	oldejarItemid	int	4	1	0	0	NULL
dbo	ContractsDetails	14	CurrencyFraction	int	4	0	0	0	NULL
dbo	ContractsDetails	15	OldEjarId	int	4	1	0	0	NULL
dbo	Corporates	1	Id	uniqueidentifier	16	0	0	0	NULL
dbo	Corporates	2	Name	nvarchar	-1	0	0	0	NULL
dbo	Corporates	3	StatusId	bigint	8	0	0	0	NULL
dbo	Corporates	4	IsActive	bit	1	0	0	0	NULL
dbo	Corporates	5	TenantId	int	4	0	0	0	NULL
dbo	Corporates	6	RowVersion	timestamp	8	1	0	0	NULL
dbo	Corporates	7	AgreementEndDate	datetime2	8	1	0	0	NULL
dbo	Corporates	8	IsOwned	bit	1	0	0	0	NULL
dbo	Corporates	9	TaxPercentage	decimal	9	1	0	0	NULL
dbo	Corporates	10	Address	nvarchar	-1	1	0	0	NULL
dbo	Corporates	11	TaxNumber	nvarchar	-1	1	0	0	NULL
dbo	Corporates	12	CorporateCode	nvarchar	30	1	0	0	NULL
dbo	Corporates	13	CreditLimitCurrencyId	int	4	1	0	0	NULL
dbo	Corporates	14	CreditLimitValue	decimal	9	1	0	0	NULL
dbo	Corporates	15	ClassificationId	bigint	8	1	0	0	NULL
dbo	Corporates	16	DisableTaxWaiving	bit	1	0	0	0	NULL
dbo	Corporates	17	CountryId	int	4	0	0	0	NULL
dbo	Corporates	18	ClassificationName	nvarchar	-1	0	0	0	NULL
dbo	Countries	1	id	int	4	0	1	0	NULL
dbo	Countries	2	Name	nvarchar	-1	0	0	0	NULL
dbo	Countries	3	ISOCode_Alpha2	nvarchar	4	1	0	0	NULL
dbo	Countries	4	ISOCode_Alpha3	nvarchar	6	0	0	0	NULL
dbo	Countries	5	Nationality	nvarchar	-1	0	0	0	NULL
dbo	Countries	6	CurrencyId	int	4	1	0	0	NULL
dbo	Currencies	1	Id	int	4	0	1	0	NULL
dbo	Currencies	2	CreationTime	datetime2	8	0	0	0	NULL
dbo	Currencies	3	CreatorUserId	bigint	8	1	0	0	NULL
dbo	Currencies	4	LastModificationTime	datetime2	8	1	0	0	NULL
dbo	Currencies	5	LastModifierUserId	bigint	8	1	0	0	NULL
dbo	Currencies	6	FullName	nvarchar	-1	0	0	0	NULL
dbo	Currencies	7	ShortName	nvarchar	-1	0	0	0	NULL
dbo	Currencies	8	FractionUnit	nvarchar	-1	0	0	0	NULL
dbo	Currencies	9	Symbol	nvarchar	16	0	0	0	NULL
dbo	Currencies	10	IsoCode	nvarchar	6	0	0	0	NULL
dbo	Currencies	11	NumberToBasic	int	4	0	0	0	NULL
dbo	Currencies	12	IsActive	bit	1	0	0	0	NULL
dbo	Currencies	13	RowVersion	timestamp	8	1	0	0	NULL
dbo	Currencies	14	IsoNumber	nvarchar	6	1	0	0	NULL
dbo	CustomerLoyalties	1	CustomerId	int	4	0	0	0	NULL
dbo	CustomerLoyalties	2	MasterCustomerId	int	4	1	0	0	NULL
dbo	CustomerLoyalties	3	CustomerIdentity	nvarchar	256	1	0	0	NULL
dbo	CustomerLoyalties	4	CustomerName	nvarchar	858	1	0	0	NULL
dbo	CustomerLoyalties	5	CustomerPhone	varchar	50	0	0	0	NULL
dbo	CustomerLoyalties	6	LoyaltyLevelId	int	4	1	0	0	NULL
dbo	CustomerLoyalties	7	LoyaltyLevel	nvarchar	-1	1	0	0	NULL
dbo	CustomerLoyalties	8	LoyaltyStatusId	int	4	0	0	0	NULL
dbo	CustomerLoyalties	9	LoyaltyStatus	nvarchar	-1	0	0	0	NULL
dbo	CustomerLoyalties	10	LoyaltyDate	datetime2	8	0	0	0	NULL
dbo	CustomerLoyalties	11	PreviousLoyalty	nvarchar	-1	1	0	0	NULL
dbo	CustomerLoyalties	12	MembershipType	nvarchar	-1	1	0	0	NULL
dbo	CustomerLoyalties	13	LoyaltyPoints	int	4	1	0	0	NULL
dbo	CustomerLoyalties	14	RedemptionPoints	int	4	1	0	0	NULL
dbo	CustomerLoyalties	15	RedemptionValue	decimal	17	1	0	0	NULL
dbo	Customers	1	Id	int	4	0	0	1	NULL
dbo	Customers	2	CreationTime	datetime2	8	0	0	0	NULL
dbo	Customers	3	CountryId	int	4	1	0	0	NULL
dbo	Customers	4	CityId	int	4	1	0	0	NULL
dbo	Customers	5	DateOfBirth	date	3	0	0	0	NULL
dbo	Customers	6	MaritalStatusId	int	4	1	0	0	NULL
dbo	Customers	7	LiteCustomerId	int	4	0	0	0	NULL
dbo	Customers	8	NationalityId	int	4	0	0	0	NULL
dbo	Customers	9	GenderId	int	4	0	0	0	NULL
dbo	Customers	10	NoOfDependencies	int	4	1	0	0	NULL
dbo	Customers	11	SourceId	int	4	0	0	0	NULL
dbo	Customers	12	TenantId	int	4	0	0	0	NULL
dbo	Customers	13	RowVersion	bigint	8	1	0	0	NULL
dbo	Customers	14	DisplayName	nvarchar	858	1	0	0	NULL
dbo	Customers	15	PrimaryPhone	varchar	50	0	0	0	NULL
dbo	Customers	16	RegistrationBranchId	int	4	1	0	0	NULL
dbo	customets_emails2	1	RIID_	nvarchar	-1	1	0	0	NULL
dbo	customets_emails2	2	PROFILE_RIID_	varchar	-1	1	0	0	NULL
dbo	customets_emails2	3	USER_IDENTIFIER_	varchar	-1	1	0	0	NULL
dbo	customets_emails2	4	LANGUAGE	varchar	-1	1	0	0	NULL
dbo	DatabaseRoles	1	Id	int	4	0	0	1	NULL
dbo	DatabaseRoles	2	CreationTime	datetime	8	1	0	0	(getdate())
dbo	DatabaseRoles	3	Name	nvarchar	1000	1	0	0	NULL
dbo	DatabaseRoles	4	DBName	nvarchar	1000	1	0	0	NULL
dbo	Employees	1	Id	int	4	0	1	0	NULL
dbo	Employees	2	CreationTime	datetime2	8	0	0	0	NULL
dbo	Employees	3	DisplayName	nvarchar	1288	1	0	0	NULL
dbo	Employees	4	TenantId	int	4	0	0	0	NULL
dbo	Employees	5	UserId	bigint	8	1	0	0	NULL
dbo	Employees	6	EmployeeNumber	nvarchar	900	0	0	0	NULL
dbo	ExceptionReport	1	ID	bigint	8	1	0	0	NULL
dbo	ExceptionReport	2	MethodName	nvarchar	-1	1	0	0	NULL
dbo	ExceptionReport	3	FailCount	int	4	1	0	0	NULL
dbo	ExceptionReport	4	SuccessCount	int	4	0	0	0	NULL
dbo	ExceptionReport	5	FailtoSccessPerc	int	4	1	0	0	NULL
dbo	ExceptionReport	6	FailDurationAvg	int	4	1	0	0	NULL
dbo	ExceptionReport	7	SuccessDurationAvg	int	4	0	0	0	NULL
dbo	ExceptionReport	8	ServiceName	nvarchar	400	1	0	0	NULL
dbo	ExceptionReport	9	LastException	nvarchar	408	1	0	0	NULL
dbo	ExceptionsReport	1	MethodName	nvarchar	-1	1	0	0	NULL
dbo	ExceptionsReport	2	FailCount	int	4	1	0	0	NULL
dbo	ExceptionsReport	3	SuccessCount	int	4	1	0	0	NULL
dbo	ExceptionsReport	4	FailtoSccessPerc	int	4	1	0	0	NULL
dbo	ExceptionsReport	5	SuccessDurationAvg	int	4	0	0	0	NULL
dbo	ExceptionsReport	6	LastException	nvarchar	-1	1	0	0	NULL
dbo	FemaleCampaignData	1	CreationTime	datetime	8	0	0	0	NULL
dbo	FemaleCampaignData	2	CustomerId	int	4	0	0	0	NULL
dbo	FemaleCampaignData	3	DisplayName	nvarchar	858	1	0	0	NULL
dbo	FemaleCampaignData	4	PrmiaryEmail	nvarchar	640	1	0	0	NULL
dbo	FemaleCampaignData	5	SecondaryEmail	nvarchar	640	1	0	0	NULL
dbo	FemaleCampaignData	6	Number	nvarchar	256	1	0	0	NULL
dbo	FemaleCampaignData	7	ContractId	int	4	0	0	0	NULL
dbo	FemaleCampaignData	8	ContractNumber	nvarchar	200	1	0	0	NULL
dbo	FemaleCampaignData	9	BookingNumber	nvarchar	100	1	0	0	NULL
dbo	FemaleCampaignData	10	BookingSourceId	int	4	1	0	0	NULL
dbo	FemaleCampaignData	11	TotalPaid	decimal	17	1	0	0	NULL
dbo	FemaleCampaignData	12	ContractType	nvarchar	200	0	0	0	NULL
dbo	FemaleCampaignData	13	ContractStatus	nvarchar	8000	1	0	0	NULL
dbo	FemaleCampaignData	14	BookingTime	datetime2	8	1	0	0	NULL
dbo	FemaleCampaignData	15	GenderId	int	4	1	0	0	NULL
dbo	FemaleCampaignData	16	Start	datetimeoffset	10	1	0	0	NULL
dbo	FemaleCampaignData	17	ActualDropOffDate	datetimeoffset	10	1	0	0	NULL
dbo	HangFireMonitor	1	ID	int	4	0	1	1	NULL
dbo	HangFireMonitor	2	CreationTime	datetime	8	1	0	0	(getdate())
dbo	HangFireMonitor	3	Job	nvarchar	100	1	0	0	NULL
dbo	HangFireMonitor	4	Remainder	int	4	1	0	0	NULL
dbo	HangFireMonitor	5	OrderId	int	4	1	0	0	NULL
dbo	indebt_diff_in_contract	1	contractnumber	varchar	-1	1	0	0	NULL
dbo	LateContracts	1	Id	int	4	0	1	0	NULL
dbo	LateContracts	2	CreationTime	datetime2	8	0	0	0	NULL
dbo	LateContracts	3	CreatorUserId	bigint	8	1	0	0	NULL
dbo	LateContracts	4	ContractId	int	4	0	0	0	NULL
dbo	LateContracts	5	Status_StatusId	bigint	8	1	0	0	NULL
dbo	LateContracts	6	CityId	int	4	0	0	0	NULL
dbo	LateContracts	7	TenantId	int	4	0	0	0	NULL
dbo	LateContracts	8	RowVersion	bigint	8	1	0	0	NULL
dbo	LateContracts	9	ExpectedDropoffDate	datetime2	8	0	0	0	NULL
dbo	LateContracts	10	Announcement_AnnouncementTypeId	bigint	8	1	0	0	NULL
dbo	LateContracts	11	Announcement_Date	datetime2	8	1	0	0	NULL
dbo	LateContracts	12	Announcement_FollowerId	bigint	8	1	0	0	NULL
dbo	LateContracts	13	Announcement_LocationId	int	4	1	0	0	NULL
dbo	LateContracts	14	Announcement_Number	bigint	8	1	0	0	NULL
dbo	LateContracts	15	Status_AdditionDateTime	datetime2	8	1	0	0	NULL
dbo	LateContracts	16	Announcement_WithheldSearch_Date	datetime2	8	1	0	0	NULL
dbo	LateContracts	17	Announcement_WithheldSearch_Notes	nvarchar	-1	1	0	0	NULL
dbo	LateContracts	18	Announcement_WithheldSearch_Number	bigint	8	1	0	0	NULL
dbo	LateContracts	19	Announcement_Comment	nvarchar	-1	1	0	0	NULL
dbo	LateContracts	20	CurrentStageId	int	4	0	0	0	NULL
dbo	LateContracts	21	LastStatementAdditonTime	datetime2	8	1	0	0	NULL
dbo	LateContracts	22	LastStatementTypeId	bigint	8	1	0	0	NULL
dbo	LateContractStages	1	Id	int	4	0	0	0	NULL
dbo	LateContractStages	2	CreationTime	datetime2	8	0	0	0	NULL
dbo	LateContractStages	3	CreatorUserId	bigint	8	1	0	0	NULL
dbo	LateContractStages	4	LastModificationTime	datetime2	8	1	0	0	NULL
dbo	LateContractStages	5	LastModifierUserId	bigint	8	1	0	0	NULL
dbo	LateContractStages	6	StageId	bigint	8	0	0	0	NULL
dbo	LateContractStages	7	TenantId	int	4	0	0	0	NULL
dbo	LateContractStages	8	LateContractId	int	4	1	0	0	NULL
dbo	LateContractStages	9	ExpirationDate	datetime2	8	1	0	0	NULL
dbo	LateContractStages	10	Comment	nvarchar	-1	1	0	0	NULL
dbo	LateContractStages	11	CurrentCollectorId	int	4	1	0	0	NULL
dbo	LeasingSwitches	1	Id	int	4	0	0	0	NULL
dbo	LeasingSwitches	2	CreationTime	datetime2	8	0	0	0	NULL
dbo	LeasingSwitches	3	ContractId	int	4	0	0	0	NULL
dbo	LeasingSwitches	4	VehicleId	int	4	0	0	0	NULL
dbo	LeasingSwitches	5	SwitchNumber	nvarchar	900	0	0	0	NULL
dbo	LeasingSwitches	6	StatusId	bigint	8	0	0	0	NULL
dbo	LeasingSwitches	7	OperationDate	datetimeoffset	10	1	0	0	NULL
dbo	LeasingSwitches	8	CloseDate	datetimeoffset	10	1	0	0	NULL
dbo	LeasingSwitches	9	PauseDate	datetimeoffset	10	1	0	0	NULL
dbo	LeasingSwitches	10	BranchId	int	4	1	0	0	NULL
dbo	LeasingSwitches	11	OdometerIn	int	4	1	0	0	NULL
